date,composer,composer_id,composer_gender,nationality,work,soloist,instrument,conductor,orchestra,venue,,,
11/3/2018,Franz Joseph Haydn ,11,m,11, Symphony No. 93 in D major,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,,
11/3/2018,Mark-Anthony Turnage ,33,m,33, Remembering,nan,nan,nan,nan,nan,,,
11/3/2018,Edward Elgar ,28,m,28, Enigma Variations (Variations on an Original Theme), Op. 36,nan,nan,nan,nan,nan,,
11/6/2018,Franz Joseph Haydn ,11,m,11, Symphony No. 93 in D major,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,,
11/6/2018,Mark-Anthony Turnage ,33,m,33, Remembering,nan,nan,nan,nan,nan,,,
11/6/2018,Edward Elgar ,28,m,28, Enigma Variations (Variations on an Original Theme), Op. 36,nan,nan,nan,nan,nan,,
11/8/2018,Andris Dzenitis ,35,m,35, Mara for symphony orchestra,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,,
11/8/2018,Dmitri Shostakovich ,1,m,1, Symphony No. 1 in F minor, Op. 10,nan,nan,nan,nan,nan,,
11/8/2018,Pyotr Ilyich Tchaikovsky ,4,m,4, Nutcracker, Op. 71: Act 2,nan,nan,nan,nan,nan,,
11/9/2018,Andris Dzenitis ,35,m,35, Mara for symphony orchestra,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,,
11/9/2018,Dmitri Shostakovich ,1,m,1, Symphony No. 1 in F minor, Op. 10,nan,nan,nan,nan,nan,,
11/9/2018,Pyotr Ilyich Tchaikovsky ,4,m,4, Nutcracker, Op. 71: Act 2,nan,nan,nan,nan,nan,,
11/10/2018,Andris Dzenitis ,35,m,35, Mara for symphony orchestra,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,,
11/10/2018,Dmitri Shostakovich ,1,m,1, Symphony No. 1 in F minor, Op. 10,nan,nan,nan,nan,nan,,
11/10/2018,Pyotr Ilyich Tchaikovsky ,4,m,4, Nutcracker, Op. 71: Act 2,nan,nan,nan,nan,nan,,
11/13/2018,Andris Dzenitis ,35,m,35, Mara for symphony orchestra,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,,
11/13/2018,Dmitri Shostakovich ,1,m,1, Symphony No. 1 in F minor, Op. 10,nan,nan,nan,nan,nan,,
11/13/2018,Pyotr Ilyich Tchaikovsky ,4,m,4, Nutcracker, Op. 71: Act 2,nan,nan,nan,nan,nan,,
11/15/2018,H. K. Gruber ,46,m,46, Aerial, Concerto for Trumpet,Håkan Hardenberger , Trumpet,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
11/15/2018,Gustav Mahler ,2,m,2, Symphony No. 5 in C-sharp minor," ""The Giant""",nan,nan,nan,nan,nan,,
11/16/2018,H. K. Gruber ,46,m,46, Aerial, Concerto for Trumpet,Håkan Hardenberger , Trumpet,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
11/16/2018,Gustav Mahler ,2,m,2, Symphony No. 5 in C-sharp minor," ""The Giant""",nan,nan,nan,nan,nan,,
11/17/2018,H. K. Gruber ,46,m,46, Aerial, Concerto for Trumpet,Håkan Hardenberger , Trumpet,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
11/17/2018,Gustav Mahler ,2,m,2, Symphony No. 5 in C-sharp minor," ""The Giant""",nan,nan,nan,nan,nan,,
11/19/2018,H. K. Gruber ,46,m,46, Aerial, Concerto for Trumpet,Håkan Hardenberger , Trumpet,Andris Nelsons,Boston Symphony Orchestra,Carnegie Hall,,
11/19/2018,Gustav Mahler ,2,m,2, Symphony No. 5 in C-sharp minor," ""The Giant""",nan,nan,nan,nan,nan,,
11/23/2018,Ludwig van Beethoven ,5,m,5, Symphony No. 4 in B-flat major, Op. 60,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
11/23/2018,Ludwig van Beethoven ,5,m,5, Symphony No. 5 in C minor, Op. 67,nan,nan,nan,nan,nan,,
11/24/2018,Ludwig van Beethoven ,5,m,5, Symphony No. 4 in B-flat major, Op. 60,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
11/24/2018,Ludwig van Beethoven ,5,m,5, Symphony No. 5 in C minor, Op. 67,nan,nan,nan,nan,nan,,
11/27/2018,Ludwig van Beethoven ,5,m,5, Symphony No. 4 in B-flat major, Op. 60,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
11/27/2018,Ludwig van Beethoven ,5,m,5, Symphony No. 5 in C minor, Op. 67,nan,nan,nan,nan,nan,,
11/29/2018,Johann Sebastian Bach ,10,m,10, Christmas [Weihnacht] Oratorio, BWV 248,Tanglewood Festival Chorus , SATB Chorus Sebastian Kohlhepp ,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
11/30/2018,Johann Sebastian Bach ,10,m,10, Christmas [Weihnacht] Oratorio, BWV 248,Tanglewood Festival Chorus , SATB Chorus Sebastian Kohlhepp ,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
12/1/2018,Johann Sebastian Bach ,10,m,10, Christmas [Weihnacht] Oratorio, BWV 248,Tanglewood Festival Chorus , SATB Chorus Sebastian Kohlhepp ,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
2/7/2019,Olly Wilson ,49,m,49, Lumina,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,,
2/7/2019,Karol Szymanowski ,40,m,40, Concerto for Violin No. 1, Op. 35,Lisa Batiashvili , Violin,nan,nan,nan,,
2/7/2019,Aaron Copland ,29,m,29, Symphony No. 3,nan,nan,nan,nan,nan,,,
2/8/2019,Olly Wilson ,49,m,49, Lumina,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,,
2/8/2019,Karol Szymanowski ,40,m,40, Concerto for Violin No. 1, Op. 35,Lisa Batiashvili , Violin,nan,nan,nan,,
2/8/2019,Aaron Copland ,29,m,29, Symphony No. 3,nan,nan,nan,nan,nan,,,
2/9/2019,Olly Wilson ,49,m,49, Lumina,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,,
2/9/2019,Karol Szymanowski ,40,m,40, Concerto for Violin No. 1, Op. 35,Lisa Batiashvili , Violin,nan,nan,nan,,
2/9/2019,Aleksandre Machavariani ,74,m,74, Dduri,Lisa Batiashvili , Violin,nan,nan,nan,,,
2/9/2019,Aaron Copland ,29,m,29, Symphony No. 3,nan,nan,nan,nan,nan,,,
2/12/2019,Olly Wilson ,49,m,49, Lumina,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,,
2/12/2019,Karol Szymanowski ,40,m,40, Concerto for Violin No. 1, Op. 35,Lisa Batiashvili , Violin,nan,nan,nan,,
2/12/2019,Aaron Copland ,29,m,29, Symphony No. 3,nan,nan,nan,nan,nan,,,
2/14/2019,Robert Schumann ,17,m,17, Concerto for Piano in A minor, Op. 54,Yuja Wang , Piano,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
2/14/2019,Christoph Willibald Gluck ,90,m,90, M�lodie de Gluck, from Orfeo ed Euridice,Yuja Wang , Piano,nan,nan,nan,,
2/14/2019,Anton Bruckner ,12,m,12, Symphony No. 9 in D minor," ""Unfinished""",nan,nan,nan,nan,nan,,
2/15/2019,Robert Schumann ,17,m,17, Concerto for Piano in A minor, Op. 54,Yuja Wang , Piano,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
2/15/2019,Robert Schumann ,17,m,17, Spanisches Liederspiel, Op. 74: (10) Anhang: Der Kontrabandiste (arr. for solo piano),Yuja Wang , Piano,nan,nan,nan,,
2/15/2019,Anton Bruckner ,12,m,12, Symphony No. 9 in D minor," ""Unfinished""",nan,nan,nan,nan,nan,,
2/16/2019,Robert Schumann ,17,m,17, Concerto for Piano in A minor, Op. 54,Yuja Wang , Piano,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
2/16/2019,Felix Mendelssohn ,19,m,19, Lieder ohne Worte [Songs without Words], Book 6, Op. 67: (02) Allegro leggiero,Yuja Wang , Piano,nan,nan,nan,
2/16/2019,Robert Schumann ,17,m,17, Spanisches Liederspiel, Op. 74: (10) Anhang: Der Kontrabandiste (arr. for solo piano),Yuja Wang , Piano,nan,nan,nan,,
2/16/2019,Anton Bruckner ,12,m,12, Symphony No. 9 in D minor," ""Unfinished""",nan,nan,nan,nan,nan,,
2/21/2019,Lili Boulanger ,55,f,55, D'un soir triste,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,,
2/21/2019,Claude Debussy ,21,m,21, Nocturnes,Lorelei Ensemble , Vocal Ensemble,nan,nan,nan,,,
2/21/2019,Giacomo Puccini ,22,m,22, Suor Angelica,Boston Symphony Children's Choir , Children's Choir Tanglewood Festival Chorus ,nan,nan,nan,,,
2/22/2019,Benjamin Britten ,88,m,88, Friday Afternoons for Children's Chorus and Orchestra,Boston Symphony Children's Choir , Children's Choir,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,,
2/22/2019,Lili Boulanger ,55,f,55, D'un soir triste,nan,nan,nan,nan,nan,,,
2/22/2019,Claude Debussy ,21,m,21, Nocturnes,Lorelei Ensemble , Vocal Ensemble,nan,nan,nan,,,
2/23/2019,Lili Boulanger ,55,f,55, D'un soir triste,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,,
2/23/2019,Claude Debussy ,21,m,21, Nocturnes,Lorelei Ensemble , Vocal Ensemble,nan,nan,nan,,,
2/23/2019,Giacomo Puccini ,22,m,22, Suor Angelica,Boston Symphony Children's Choir , Children's Choir Tanglewood Festival Chorus ,nan,nan,nan,,,
2/28/2019,Edward Elgar ,28,m,28, Enigma Variations (Variations on an Original Theme), Op. 36: (9) Nimrod,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
2/28/2019,Antonin Dvorak ,16,m,16, Stabat Mater, Op. 58,Tanglewood Festival Chorus , SATB Chorus Dmytro Popov ,nan,nan,nan,,
3/1/2019,Edward Elgar ,28,m,28, Enigma Variations (Variations on an Original Theme), Op. 36: (9) Nimrod,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
3/1/2019,Antonin Dvorak ,16,m,16, Stabat Mater, Op. 58,Tanglewood Festival Chorus , SATB Chorus Dmytro Popov ,nan,nan,nan,,
3/2/2019,Edward Elgar ,28,m,28, Enigma Variations (Variations on an Original Theme), Op. 36: (9) Nimrod,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
3/2/2019,Antonin Dvorak ,16,m,16, Stabat Mater, Op. 58,Tanglewood Festival Chorus , SATB Chorus Dmytro Popov ,nan,nan,nan,,
3/14/2019,Richard Strauss ,3,m,3, Capriccio, Op. 85: Sextet for Strings,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
3/14/2019,Richard Strauss ,3,m,3, Capriccio, Op. 85: Intermezzo (Moonlight Music),nan,nan,nan,nan,nan,,
3/14/2019,Richard Strauss ,3,m,3, Capriccio, Op. 85: Closing Scene,Ren�e Fleming , Soprano,nan,nan,nan,,
3/14/2019,Andre Previn ,39,m,39," Streetcar Named Desire: ""I can smell the sea air""",Ren�e Fleming , Soprano,nan,nan,nan,,,
3/14/2019,Richard Strauss ,3,m,3, Also sprach Zarathustra, Op. 30 (Tone Poem),nan,nan,nan,nan,nan,,
3/15/2019,Richard Strauss ,3,m,3, Capriccio, Op. 85: Sextet for Strings,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
3/15/2019,Richard Strauss ,3,m,3, Capriccio, Op. 85: Intermezzo (Moonlight Music),nan,nan,nan,nan,nan,,
3/15/2019,Richard Strauss ,3,m,3, Capriccio, Op. 85: Closing Scene,Ren�e Fleming , Soprano,nan,nan,nan,,
3/15/2019,Andre Previn ,39,m,39," Streetcar Named Desire: ""I can smell the sea air""",Ren�e Fleming , Soprano,nan,nan,nan,,,
3/15/2019,Richard Strauss ,3,m,3, Also sprach Zarathustra, Op. 30 (Tone Poem),nan,nan,nan,nan,nan,,
3/16/2019,Richard Strauss ,3,m,3, Capriccio, Op. 85: Sextet for Strings,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Symphony Hall,,
3/16/2019,Richard Strauss ,3,m,3, Capriccio, Op. 85: Intermezzo (Moonlight Music),nan,nan,nan,nan,nan,,
3/16/2019,Richard Strauss ,3,m,3, Capriccio, Op. 85: Closing Scene,Ren�e Fleming , Soprano,nan,nan,nan,,
3/16/2019,Andre Previn ,39,m,39," Streetcar Named Desire: ""I can smell the sea air""",Ren�e Fleming , Soprano,nan,nan,nan,,,
3/16/2019,Richard Strauss ,3,m,3, Also sprach Zarathustra, Op. 30 (Tone Poem),nan,nan,nan,nan,nan,,
3/19/2019,Richard Strauss ,3,m,3, Capriccio, Op. 85: Sextet for Strings,nan,nan,Andris Nelsons,Boston Symphony Orchestra,Carnegie Hall,,
3/19/2019,Richard Strauss ,3,m,3, Capriccio, Op. 85: Intermezzo (Moonlight Music),nan,nan,nan,nan,nan,,
3/19/2019,Richard Strauss ,3,m,3, Capriccio, Op. 85: Closing Scene,Ren�e Fleming , Soprano,nan,nan,nan,,
3/19/2019,Andre Previn ,39,m,39," Streetcar Named Desire: ""I can smell the sea air""",Ren�e Fleming , Soprano,nan,nan,nan,,,
3/19/2019,Richard Strauss ,3,m,3, Also sprach Zarathustra, Op. 30 (Tone Poem),nan,nan,nan,nan,nan,,
